"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"283","A good story gives you the chance to better understand someone else’s life. It can help you find common ground. And… https://t.co/cDU3IJN1nq",FALSE,125538,NA,2019-08-21 15:09:56,TRUE,NA,"1164192919047299072",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","BarackObama",22444,FALSE,FALSE,NA,NA
"284","Toni Morrison was a national treasure, as good a storyteller, as captivating, in person as she was on the page. Her… https://t.co/859oLQ94Ta",FALSE,345161,NA,2019-08-06 15:40:43,TRUE,NA,"1158764847800213507",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",51114,FALSE,FALSE,NA,NA
"285","Until all of us stand up and insist on holding public officials accountable for changing our gun laws, these traged… https://t.co/QO6QOjix7M",FALSE,163670,"BarackObama",2019-08-05 19:02:32,TRUE,"1158453079035002881","1158453251337007106","813286","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",31067,FALSE,FALSE,NA,NA
"286","https://t.co/nNOVtQ50O4",FALSE,982971,NA,2019-08-05 19:01:51,FALSE,NA,"1158453079035002881",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",283881,FALSE,FALSE,NA,NA
"287","The families of our wounded warriors don't often get a lot of fanfare, but they're serving and sacrificing right al… https://t.co/dNQIaG7WAA",FALSE,146699,NA,2019-08-01 19:52:19,TRUE,NA,"1157016227681918981",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",21028,FALSE,FALSE,NA,NA
"288","Recent court decisions make it clear that the change we need to restore our democracy has to come from the ground u… https://t.co/iAsd5KCAdM",FALSE,31865,NA,2019-07-31 17:32:01,TRUE,NA,"1156618530814603266",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",6434,FALSE,FALSE,NA,NA
"289","Here’s a worthwhile Sunday read: “…nothing should temper partisanship more than an awareness that somewhere, on som… https://t.co/XSbZhrhvcT",FALSE,59600,NA,2019-07-28 18:19:19,TRUE,NA,"1155543273005600768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",10880,FALSE,FALSE,NA,NA
"290","I’ve always been proud of what this team accomplished during my administration. But more than what we did, I’m prou… https://t.co/b7pswCxgE1",FALSE,174978,NA,2019-07-27 18:01:42,TRUE,NA,"1155176452112994306",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",32402,FALSE,FALSE,NA,NA
"291","Economist Raj Chetty is not only identifying the decline in opportunity we’ve seen in recent decades—but trying to… https://t.co/aVvBp3i2Ey",FALSE,23868,"BarackObama",2019-07-23 21:03:01,TRUE,"1153772394332512256","1153772529271615488","813286","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",3957,FALSE,FALSE,NA,NA
"292","Here are a couple of articles backed by new research that are worth taking a look at: A new study on the Medicaid e… https://t.co/ZxoqspJKRA",FALSE,62229,NA,2019-07-23 21:02:29,TRUE,NA,"1153772394332512256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",13040,FALSE,FALSE,NA,NA
"293","In America, we don’t fear the future, we embrace it. 50 years ago, that spirit took us to the moon. Today, it’s emb… https://t.co/dWqbdzNq83",FALSE,117316,NA,2019-07-20 14:40:10,TRUE,NA,"1152589017583685632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",17096,FALSE,FALSE,NA,NA
"294","#MandelaDay reminds us that when things feel dark, confusing, or impossible—take a look back at his writings. There… https://t.co/dQ4IzuzBNQ",FALSE,146607,NA,2019-07-18 18:24:57,TRUE,NA,"1151920811093237760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",25384,FALSE,FALSE,NA,NA
"295","I have a good feeling about these Chicago @UrbanAlliance interns. Thanks for letting me spend yesterday afternoon w… https://t.co/FF40nHbs63",FALSE,137863,NA,2019-07-17 22:34:10,TRUE,NA,"1151621137979383808",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","BarackObama",16644,FALSE,FALSE,NA,NA
"296","The @ObamaFoundation is helping a new generation of leaders make their mark, and there’s an extraordinary group gat… https://t.co/azU3MXDYlN",FALSE,55804,NA,2019-07-10 17:30:33,TRUE,NA,"1149008015716233216",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","BarackObama",7821,FALSE,FALSE,NA,NA
"297","Proud to rep America’s best team! Congrats @USWNT and thanks for being such a strong inspiration for women and girl… https://t.co/L8OY8yP0Mi",FALSE,516468,NA,2019-07-10 13:01:22,TRUE,NA,"1148940273411661824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",56461,FALSE,FALSE,NA,NA
"298","Yes! Fourth star. Back to back. Congrats to the record breakers on the @USWNT, an incredible team that’s always pus… https://t.co/2wYRZDpcaO",FALSE,453322,NA,2019-07-07 17:20:04,TRUE,NA,"1147918213952360448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",59559,FALSE,FALSE,NA,NA
"299","Happy Fourth of July, everybody! This is always a great day in the Obama family: a chance to celebrate America—and… https://t.co/xLyTsgcyjO",FALSE,538115,NA,2019-07-04 12:24:10,TRUE,NA,"1146756584246263808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",53210,FALSE,FALSE,NA,NA
"300","I’m admittedly biased, but this article gibes with my experience about what all of us might take away from the “alo… https://t.co/euYQ9XepeG",FALSE,78343,NA,2019-07-03 16:48:16,TRUE,NA,"1146460662832541697",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",10099,FALSE,FALSE,NA,NA
"301","Congrats to the USWNT! A great performance from a great team—looking forward to Sunday. #OneNationOneTeam",FALSE,179078,NA,2019-07-02 22:13:18,FALSE,NA,"1146180070467391489",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",15534,FALSE,FALSE,NA,NA
"302","No one changes the world alone. That’s why the @ObamaFoundation is connecting emerging leaders from South Africa to… https://t.co/nG2Rp9OjIw",FALSE,31421,NA,2019-07-02 19:34:44,TRUE,NA,"1146140164122697735",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",4720,FALSE,FALSE,NA,NA
"303","The most important job in our democracy is citizen. If you’re tired of politicians manipulating maps and ignoring t… https://t.co/FM4pOBftrt",FALSE,52301,NA,2019-07-01 16:03:09,TRUE,NA,"1145724532700983296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",12566,FALSE,FALSE,NA,NA
"304","50 years ago, history was written at the Stonewall Inn when New York's LGBT community stood up, spoke out, and star… https://t.co/N6TIkkQHEI",FALSE,176967,NA,2019-06-28 16:56:15,TRUE,NA,"1144650730256683009",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",25508,FALSE,FALSE,NA,NA
"305","What a gift to come across this interview with Julia “Hurricane” Hawkins. I’m as grateful for her life advice as I… https://t.co/zN8buKkYqL",FALSE,65246,NA,2019-06-27 20:08:06,TRUE,NA,"1144336622814674951",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",6667,FALSE,FALSE,NA,NA
"306","Now we’re talking! Congrats to Team USA for moving on, and thanks for continuing to make us all proud. #USA https://t.co/DVkKBfU6wA",FALSE,86869,NA,2019-06-21 18:13:24,FALSE,NA,"1142133432698454018",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",7506,FALSE,FALSE,NA,NA
"307","On Juneteenth, we celebrate our capacity to make real the promise of our founding, that thing inside each of us tha… https://t.co/bYmILjSq9H",FALSE,155504,"BarackObama",2019-06-19 17:01:20,TRUE,"1141390367352401920","1141390520956194816","813286","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",22453,FALSE,FALSE,NA,NA
"308","Outside the Oval Office, I kept a painting of a small crowd huddled around a pocketwatch, waiting for the moment th… https://t.co/m8dljaM5Zk",FALSE,281282,NA,2019-06-19 17:00:44,TRUE,NA,"1141390367352401920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",45790,FALSE,FALSE,NA,NA
"309","This is worth a read: a thought-provoking reminder that education reform isn’t a cure-all. As a supporter of educat… https://t.co/sP7Q1oJSl5",FALSE,45172,NA,2019-06-18 18:17:55,TRUE,NA,"1141047405560942592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",8680,FALSE,FALSE,NA,NA
"310","Yes we can, Greta. I’m hopeful because of you and all the young people who are fighting to protect the planet. Keep… https://t.co/trOVzMi4Nr",FALSE,229107,NA,2019-06-16 18:08:20,TRUE,NA,"1140320216041316352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",29918,FALSE,FALSE,NA,NA
"311","Happy Father’s Day to Charles, one of our @ObamaFoundation Fellows, and all the dads at Fathers’ Uplift. Today, we’… https://t.co/l5IrsoIuop",FALSE,77424,NA,2019-06-16 13:47:03,TRUE,NA,"1140254463183249409",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","BarackObama",11561,FALSE,FALSE,NA,NA
"312","The @USWNT is something to smile about. It was great to celebrate with them back in 2015 and I'm excited to root th… https://t.co/WMEvpsFGin",FALSE,100056,NA,2019-06-11 16:15:32,TRUE,NA,"1138479890389458945",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",11896,FALSE,FALSE,NA,NA
"313","Six years ago, David Ortiz's spirit and resolve helped us all begin to heal from the Boston Marathon bombing. Today… https://t.co/u3QgBv80aK",FALSE,191041,NA,2019-06-10 15:52:11,TRUE,NA,"1138111627063169025",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",28223,FALSE,FALSE,NA,NA
"314","Last week, it was Virginia Beach. But day after day and year after year, too many families and communities are shat… https://t.co/oscI8f9xFv",FALSE,168349,NA,2019-06-07 14:27:18,TRUE,NA,"1137003102576488450",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",30686,FALSE,FALSE,NA,NA
"315","You've got a lot to be proud of, Jiwandeep. Thanks for everything you do to make this country a little more equal.… https://t.co/qw8I8io4pc",FALSE,548364,NA,2019-06-04 17:26:50,TRUE,NA,"1135961119066079234",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",79324,FALSE,FALSE,NA,NA
"316","What a life. American history has always been driven by visionaries like Leah Chase—and all the men and women who w… https://t.co/XHnhWiluN2",FALSE,73598,NA,2019-06-03 20:59:36,TRUE,NA,"1135652276515823617",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",7905,FALSE,FALSE,NA,NA
"317","A story worth sharing: Twelve years ago, Brian joined my first presidential campaign. Two years ago, he was diagnos… https://t.co/2uf6ozOukh",FALSE,88471,NA,2019-05-30 20:12:33,TRUE,NA,"1134190885036535809",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","BarackObama",14063,FALSE,FALSE,NA,NA
"318","What a great moment. Happy 110th, Virginia. https://t.co/FuNZV3RRV4",FALSE,240172,NA,2019-03-12 18:48:18,FALSE,NA,"1105541040575008768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",20293,FALSE,FALSE,NA,NA
"319","Michelle and I send our deepest sympathies to all who knew the victims of today’s plane crash in Ethiopia.",FALSE,349955,NA,2019-03-11 01:02:11,FALSE,NA,"1104910353232789505",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",31998,FALSE,FALSE,NA,NA
"320","The Crew Dragon’s been on quite a ride since I last saw it—congrats to @NASA and @SpaceX on a successful return! We… https://t.co/eJVhuf5KTQ",FALSE,124114,NA,2019-03-08 16:03:23,TRUE,NA,"1104049983760805889",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",10027,FALSE,FALSE,NA,NA
"321","Preethi, Alice, and Sefora are just three of many @ObamaFoundation leaders who remind us what International Women’s… https://t.co/z319lmm1iP",FALSE,38452,"BarackObama",2019-03-08 13:34:30,TRUE,"1104011854437863424","1104012516307451905","813286","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",3504,FALSE,FALSE,NA,NA
"322","And @SeforaKodjo is helping the next generation of women leaders in Africa rise up. Her organization is training an… https://t.co/qTd90Kw7ev",FALSE,37876,"BarackObama",2019-03-08 13:31:52,TRUE,"1104011700724994049","1104011854437863424","813286","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",3662,FALSE,FALSE,NA,NA
"323",".@BarbeAlice is helping refugees resettle into welcoming communities in France, offering them job training and lang… https://t.co/CoeFcGSJ7d",FALSE,23525,"BarackObama",2019-03-08 13:31:15,TRUE,"1104011515227713538","1104011700724994049","813286","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",2641,FALSE,FALSE,NA,NA
"324",".@preethiherman is helping women unleash their power to change their societies. As head of the… https://t.co/1anUW1vugu",FALSE,24967,"BarackObama",2019-03-08 13:30:31,TRUE,"1104011361099624448","1104011515227713538","813286","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",2878,FALSE,FALSE,NA,NA
"325","On International Women’s Day, I’m reflecting on the future we all want for our daughters: one where they can live o… https://t.co/oJiJ7foBZy",FALSE,469733,NA,2019-03-08 13:29:54,TRUE,NA,"1104011361099624448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",98706,FALSE,FALSE,NA,NA
"326","It’s up to all of us as citizens to make sure that the rules of democracy are fair—everywhere—because the next deca… https://t.co/Tpv5NoYazl",FALSE,93690,NA,2019-02-21 19:01:39,TRUE,NA,"1098659030204116992",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","BarackObama",19639,FALSE,FALSE,NA,NA
"327","Zion Williamson seems like an outstanding young man as well as an outstanding basketball player. Wishing him a speedy recovery.",FALSE,294972,NA,2019-02-21 04:41:44,FALSE,NA,"1098442623239573505",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",29743,FALSE,FALSE,NA,NA
"328","I’m about to join @StephenCurry30 on stage with @MBK_Alliance to answer questions from boys and young men of color… https://t.co/iAL5ZRVOUv",FALSE,101269,NA,2019-02-20 00:02:24,TRUE,NA,"1098009940436885506",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",10167,FALSE,FALSE,NA,NA
"329","I’ve always loved basketball because it’s about building a team that’s equal to more than the sum of its parts. Gla… https://t.co/QZ2PTwFPmq",FALSE,152446,NA,2019-02-16 20:40:27,TRUE,NA,"1096871952512368642",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",21460,FALSE,FALSE,NA,NA
"330","Happy Valentine’s Day to the extraordinarily smart, beautiful, funny, one and only @MichelleObama. It’s true; she d… https://t.co/STEbQ40XQ5",FALSE,400570,NA,2019-02-14 18:32:00,TRUE,NA,"1096114852941234176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",35129,FALSE,FALSE,NA,NA
"331","In the year since their friends were killed, the students of Parkland refused to settle for the way things are and… https://t.co/HLvyhgqiup",FALSE,459523,NA,2019-02-14 15:18:47,TRUE,NA,"1096066230442749952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",68925,FALSE,FALSE,NA,NA
"332","Don’t be sad it’s over, be proud it taught us so much. Congrats to all the men and women of @NASA on a @MarsRovers… https://t.co/lFxXcgiBqS",FALSE,283553,NA,2019-02-14 03:10:37,TRUE,NA,"1095882980839616512",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",32808,FALSE,FALSE,NA,NA
"333","Happy 85th birthday to @RealBillRussell - the greatest champion in American sports, and a lifelong warrior for justice.",FALSE,121803,NA,2019-02-13 01:18:20,FALSE,NA,"1095492333481705472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",11322,FALSE,FALSE,NA,NA
"334","My statement on the passing of former Congressman John Dingell: https://t.co/gjBYHHImzB",FALSE,61561,NA,2019-02-08 04:04:14,FALSE,NA,"1093722143513346048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",9535,FALSE,FALSE,NA,NA
"335","We lost two great Americans today – Frank Robinson and John Dingell – citizens who inspired me and so many others b… https://t.co/EcjpeHhzgf",FALSE,229302,NA,2019-02-08 04:03:33,TRUE,NA,"1093721973824339968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",26878,FALSE,FALSE,NA,NA
"336","As we celebrate Black History Month and Jackie Robinson’s 100th birthday, we celebrate the life of all whose courag… https://t.co/2JUfORxB3X",FALSE,237569,NA,2019-02-01 16:08:02,TRUE,NA,"1091367581964034048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",37321,FALSE,FALSE,NA,NA
"337","The @ObamaFoundation is connecting people from around the world so they can form partnerships just like this. I am… https://t.co/dV9rIvzy8L",FALSE,85351,NA,2019-01-25 18:18:52,TRUE,NA,"1088863791058698240",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",10861,FALSE,FALSE,NA,NA
"338","I’ve always drawn inspiration from what Dr. King called life’s most persistent and urgent question: ""What are you d… https://t.co/Cxspr7qtwG",FALSE,729286,NA,2019-01-21 16:14:42,TRUE,NA,"1087382991901474816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",150814,FALSE,FALSE,NA,NA
"339","I knew it way back then and I’m absolutely convinced of it today — you’re one of a kind, @MichelleObama. Happy Birt… https://t.co/VLwQtcydJm",FALSE,1338742,NA,2019-01-17 15:02:10,TRUE,NA,"1085915185146150912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",168578,FALSE,FALSE,NA,NA
"340","In 2018 people stepped up and showed up like never before. Keep it up in 2019. We’ve got a lot of work to do, and I… https://t.co/7XRYXZbFTu",FALSE,789708,NA,2019-01-01 16:19:34,TRUE,NA,"1080136459670175744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",102223,FALSE,FALSE,NA,NA
"341","I hope you find inspiration in the stories of Dejah, Moussa, Sandor, Hong and Jonny. Their journeys began with a de… https://t.co/nfkq6OHmuc",FALSE,87994,"BarackObama",2018-12-29 16:15:20,TRUE,"1079048229382017024","1079048231298883584","813286","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",10706,FALSE,FALSE,NA,NA
"342","Leaders like Jonny Boucher, a Chicago native who, after losing too many friends and family to suicide, started a co… https://t.co/lKmjQt4MNA",FALSE,107811,"BarackObama",2018-12-29 16:15:20,TRUE,"1079048228354457600","1079048229382017024","813286","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",18138,FALSE,FALSE,NA,NA
"343","Leaders like Hong Hoang, who mobilized a youth-led movement to create a greener world after becoming the first Viet… https://t.co/gDZ1xNFqhP",FALSE,27442,"BarackObama",2018-12-29 16:15:20,TRUE,"1079048227448475649","1079048228354457600","813286","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",3443,FALSE,FALSE,NA,NA
"344","Leaders like Moussa Kondo and Sandor Lederer, who are each doing their part to fight corruption in their native cou… https://t.co/XfRJsPyEBG",FALSE,25509,"BarackObama",2018-12-29 16:15:19,TRUE,"1079048223342264320","1079048227448475649","813286","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",3490,FALSE,FALSE,NA,NA
"345","Leaders like Dejah Powell, who started an organization to bring health and wellness resources to communities on the… https://t.co/bHnnttq0bZ",FALSE,33241,"BarackObama",2018-12-29 16:15:18,TRUE,"1079048221861634048","1079048223342264320","813286","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",4723,FALSE,FALSE,NA,NA
"346","As the year winds down and we look toward 2019, I’m asking you to make a commitment: find something you want to cha… https://t.co/wg2DdYAJWs",FALSE,368838,NA,2018-12-29 16:15:18,TRUE,NA,"1079048221861634048",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",78191,FALSE,FALSE,NA,NA
"347","As 2018 draws to a close, I’m continuing the tradition of sharing my year-end lists. It gives me a moment to reflec… https://t.co/rSD2tphr3l",FALSE,271193,NA,2018-12-28 14:34:43,TRUE,NA,"1078660520650174464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",44484,FALSE,FALSE,NA,NA
"348","Enjoy the holiday season with the ones you love. Michelle and I wish you a very Merry Christmas! https://t.co/LKLqlYfFUw",FALSE,883107,NA,2018-12-25 14:14:37,FALSE,NA,"1077568301281263616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",85521,FALSE,FALSE,NA,NA
"349","There’s no better time than the holidays to give back to your community. Yesterday I got to do just that at… https://t.co/gGLJomf3ua",FALSE,194881,NA,2018-12-20 20:55:31,TRUE,NA,"1075857251066363905",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",31020,FALSE,FALSE,NA,NA
"350","Merry Christmas and happy holidays to the extraordinary kids, families, and staff at Children’s National. And thank… https://t.co/zhMp8GSpfO",FALSE,381794,NA,2018-12-19 21:48:12,TRUE,NA,"1075508118359076864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",61780,FALSE,FALSE,NA,NA
"351","Today is the last day of open enrollment. That means it’s the deadline to make sure you and the people you love hav… https://t.co/MMZXvDdvaU",FALSE,74941,NA,2018-12-15 21:15:39,TRUE,NA,"1074050377291624449",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",21938,FALSE,FALSE,NA,NA
"352","Joe is right. Head to https://t.co/SS87NTsgJt before tomorrow’s deadline. And nice bracelet, by the way. https://t.co/NFy3LxZe3f",FALSE,147123,NA,2018-12-15 00:58:26,FALSE,NA,"1073744054960250880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",30979,FALSE,FALSE,NA,NA
"353","As Bobby Kennedy taught us, the thing about hope is that it travels through space *and* time, first splashing again… https://t.co/EsieA1Ry5F",FALSE,205237,NA,2018-12-13 04:15:34,TRUE,NA,"1073068889339240450",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",41213,FALSE,FALSE,NA,NA
"354","No jump shots. No ferns. No memes. Not this time. I’m going to give it to you straight: If you need health insuranc… https://t.co/rThqk0VTXA",FALSE,331340,NA,2018-12-10 15:40:51,TRUE,NA,"1072154184382844928",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","BarackObama",128618,FALSE,FALSE,NA,NA
"355","Happy Hanukkah! Over these eight nights, we draw inspiration from light that can overpower any darkness, and recomm… https://t.co/IxuDfVzDLf",FALSE,390989,NA,2018-12-02 22:09:40,TRUE,NA,"1069352929633755136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",48123,FALSE,FALSE,NA,NA
"356","America has lost a patriot and humble servant in George Herbert Walker Bush. While our hearts are heavy today, they… https://t.co/2Gn7sGTG90",FALSE,354677,NA,2018-12-01 05:36:23,TRUE,NA,"1068740570921738241",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",63237,FALSE,FALSE,NA,NA
"357","I am grateful for the next generation of leaders -- the young people who are tolerant, creative, idealistic and doi… https://t.co/Mnydz2BMZX",FALSE,231443,NA,2018-11-21 18:57:58,TRUE,NA,"1065318418470064128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",37749,FALSE,FALSE,NA,NA
"358","Thanks to the Chicago @FoodDepository team for all you do and to the volunteers who are doing great work and let me… https://t.co/noTTWJDrlv",FALSE,132894,NA,2018-11-21 01:37:14,TRUE,NA,"1065056512324919296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",18918,FALSE,FALSE,NA,NA
"359","When someone shares their story, we see the world through their eyes. I’m looking forward to hearing a few from lea… https://t.co/4ZM6S85yuU",FALSE,87860,NA,2018-11-18 23:32:03,TRUE,NA,"1064300232308113408",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","BarackObama",13519,FALSE,FALSE,NA,NA
"360","Our future depends on all our young people, including our boys and young men of color, being able to achieve their… https://t.co/TaRXBwtm9v",FALSE,87625,NA,2018-11-15 16:43:52,TRUE,NA,"1063110344762105857",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",15359,FALSE,FALSE,NA,NA
"361","Of course, @MichelleObama’s my wife, so I’m a little biased here. But she also happens to be brilliant, funny, wise… https://t.co/bhzH5QSA0x",FALSE,514444,NA,2018-11-13 18:37:35,TRUE,NA,"1062414184938377216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",61193,FALSE,FALSE,NA,NA
"362","Michelle and I are heartbroken for everybody who’s lost so much in California, and grateful for the heroism of the… https://t.co/4sNwd1l283",FALSE,279219,NA,2018-11-12 03:20:49,TRUE,NA,"1061821087724564480",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",51154,FALSE,FALSE,NA,NA
"363","To all our veterans and your families: thank you. There's no tribute that can truly match the magnitude of your ser… https://t.co/ypSU5ocwN2",FALSE,640455,NA,2018-11-11 16:14:40,TRUE,NA,"1061653443058827264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",105727,FALSE,FALSE,NA,NA
